Neoplasm Invasiveness,1733,0.667822736
Hearing Loss Partial,1731,0.667052023
Congenital deafness,1731,0.667052023
Splenomegaly,1726,0.665125241
Malignant mesothelioma,1725,0.664739884
Anteverted nostril,1719,0.662427746
Frontal bossing,1715,0.66088632
Muscle Spasticity,1697,0.653949904
Deglutition Disorders,1695,0.653179191
Infantile onset,1685,0.649325626
Bladder Neoplasm,1684,0.64894027
Optic Atrophy,1681,0.6477842
Adenocarcinoma,1664,0.641233141
Juvenile arthritis,1657,0.638535645
Long philtrum,1638,0.631213873
Short nose,1633,0.629287091
Small nose,1633,0.629287091
Leukemia Myelocytic Acute,1628,0.627360308
Anemia,1627,0.626974952
Delayed speech and language development,1622,0.62504817
Language Delay,1622,0.62504817
Speech Delay,1622,0.62504817
Speech impairment,1622,0.62504817
Cerebral atrophy,1618,0.623506744
Short neck,1617,0.623121387
Fatigue,1616,0.622736031
Uranostaphyloschisis,1615,0.622350674
Osteoporosis,1615,0.622350674
No development of motor milestones,1610,0.620423892
Motor delay,1610,0.620423892
Squamous cell carcinoma,1607,0.619267823
Endometriosis,1605,0.61849711
Liver neoplasms,1600,0.616570328
Increased head circumference,1596,0.615028902
Increased size of cranium,1596,0.615028902
Increased size of skull,1596,0.615028902
Big calvaria,1596,0.615028902
Pectus excavatum,1591,0.613102119
Neoplastic Cell Transformation,1590,0.612716763
Heart failure,1585,0.610789981
Bilateral fifth finger clinodactyly,1580,0.608863198
Curvature of little finger,1580,0.608863198
Mood Disorders,1579,0.608477842
ovarian neoplasm,1575,0.606936416
Nerve Degeneration,1574,0.60655106
Brachydactyly,1573,0.606165703
Renal Cell Carcinoma,1566,0.603468208
muscle degeneration,1562,0.601926782
Neurogenic Muscular Atrophy,1562,0.601926782
Skeletal muscle atrophy,1562,0.601926782
Neurogenic muscle atrophy especially in the lower limbs,1562,0.601926782
Kidney Diseases,1560,0.601156069
Chemical and Drug Induced Liver Injury,1554,0.598843931
Hypotrophic malar bone,1551,0.597687861
Malar flattening,1551,0.597687861
Gait abnormality,1546,0.595761079
Squamous cell carcinoma of esophagus,1545,0.595375723
HIV Infections,1537,0.592292871
Lowset posteriorly rotated ears,1536,0.591907514
NonSmall Cell Lung Carcinoma,1532,0.590366089
Delayed bone age,1532,0.590366089
Dilated ventricles (finding),1531,0.589980732
Adenoid Cystic Carcinoma,1531,0.589980732
Diabetes Mellitus NonInsulinDependent,1530,0.589595376
Hydrocephalus,1528,0.588824663
Midface retrusion,1521,0.586127168
Small midface,1521,0.586127168
Hypotrophic midface,1521,0.586127168
Decreased projection of midface,1521,0.586127168
Polycystic Ovary Syndrome,1511,0.582273603
Feeding difficulties,1510,0.581888247
Highly variable severity,1491,0.574566474
Variable expressivity,1491,0.574566474
Anxiety disease,1484,0.571868979
Anxiety,1484,0.571868979
Congenital hypoplasia of penis,1479,0.569942197
Myopia,1477,0.569171484
Retinitis Pigmentosa,1477,0.569171484
Muscle Weakness,1474,0.568015414
Abnormality of metabolismhomeostasis,1472,0.567244701
Constipation,1472,0.567244701
Dyschezia,1464,0.56416185
Ventricular Septal Defects,1463,0.563776493
Penile hypospadias,1454,0.560308285
Cardiomegaly,1451,0.559152216
Myocardial Infarction,1445,0.556840077
Respiratory Insufficiency,1442,0.555684008
Atrial Septal Defects,1440,0.554913295
Cardiomyopathies,1430,0.55105973
Tall forehead,1429,0.550674374
High forehead,1429,0.550674374
Progressive disorder,1428,0.550289017
Hemoglobin low,1426,0.549518304
Kyphosis deformity of spine,1425,0.549132948
Thin upper lip vermilion,1424,0.548747592
Low Vision,1423,0.548362235
Visual Impairment,1423,0.548362235
Psychotic Disorders,1416,0.54566474
Prenatal onset,1412,0.544123314
Peripheral Neuropathy,1410,0.543352601
Electroencephalogram abnormal,1390,0.535645472
Hyperkyphosis,1388,0.534874759
Proteinuria,1385,0.53371869
Reperfusion Injury,1384,0.533333333
Pancreatic Neoplasm,1382,0.53256262
Conductive hearing loss,1374,0.529479769
Diabetes Mellitus Experimental,1372,0.528709056
Highly variable clinical phenotype,1368,0.52716763
Phenotypic variability,1368,0.52716763
Highly variable phenotype and severity,1368,0.52716763
Highly variable phenotype even within families,1368,0.52716763
Fever,1366,0.526396917
X linked recessive,1359,0.523699422
Degenerative polyarthritis,1357,0.522928709
Osteopenia,1355,0.522157996
Generalized osteopenia,1355,0.522157996
Alzheimer's Disease,1349,0.519845857
Protruding eyes,1347,0.519075145
Exophthalmos,1347,0.519075145
Increase in blood pressure,1347,0.519075145
Prominent eyes,1347,0.519075145
Prominent globes,1347,0.519075145
Large prominent ears,1344,0.517919075
Large auricle,1344,0.517919075
Large protruding ears,1344,0.517919075
Large dysplastic ears,1344,0.517919075
Large floppy ears,1344,0.517919075
Macrotia,1344,0.517919075
Large pinnae,1344,0.517919075
Immunologic Deficiency Syndromes,1342,0.517148362
Isolated cases,1341,0.516763006
Acquired flat foot,1341,0.516763006
Flatfoot,1341,0.516763006
Precancerous Conditions,1339,0.515992293
Respiratory function loss,1339,0.515992293
Glioblastoma,1337,0.51522158
Babinski Reflex,1321,0.509055877
Weight decreased,1317,0.507514451
Microstomia,1316,0.507129094
Weight Gain,1316,0.507129094
Gastroesophageal reflux disease,1313,0.505973025
Microphthalmos,1308,0.504046243
Thrombocytopenia,1304,0.502504817
Skin Neoplasms,1304,0.502504817
Abnormally small eyeball,1299,0.500578035
Decreased size of eyeball,1299,0.500578035
Heartburn,1296,0.499421965
Premature Birth,1289,0.49672447
Somatic mutation,1286,0.495568401
Decreased tendon reflex,1286,0.495568401
Esophageal Neoplasms,1286,0.495568401
Hypoplasia of corpus callosum,1284,0.494797688
Brachycephaly,1284,0.494797688
Broad cranium shape,1284,0.494797688
Wide skull shape,1284,0.494797688
Brain Ischemia,1273,0.490558767
Patent ductus arteriosus,1270,0.489402697
Agenesis of corpus callosum,1267,0.488246628
Congenital clubfoot,1257,0.484393064
Hypoglycemia,1257,0.484393064
Attention deficit hyperactivity disorder,1254,0.483236994
Insulin Resistance,1250,0.481695568
Dystonia,1248,0.480924855
SubstanceRelated Disorders,1245,0.479768786
Liver Cirrhosis,1244,0.47938343
Adenocarcinoma of lung (disorder),1239,0.477456647
Myopathy,1238,0.477071291
Decreased platelet count,1238,0.477071291
Recurrent respiratory infections,1237,0.476685934
Neurodegenerative Disorders,1236,0.476300578
Long face,1236,0.476300578
Narrow cranium shape,1231,0.474373796
Narrow skull shape,1231,0.474373796
Narrow head shape,1231,0.474373796
Long narrow head,1231,0.474373796
Turridolichocephaly,1231,0.474373796
Absent tendon reflex,1227,0.47283237
Prominent forehead,1227,0.47283237
Bulging forehead,1227,0.47283237
Reflex Deep Tendon Absent,1227,0.47283237
Absent reflex,1227,0.47283237
CocaineRelated Disorders,1223,0.471290944
Coarse facial features,1223,0.471290944
Thickened facial skin with coarse facial features,1223,0.471290944
Upward slant of palpebral fissure,1222,0.470905588
Diarrhea,1222,0.470905588
Hypodontia,1221,0.470520231
Enophthalmos,1208,0.465510597
Sunken eyes,1208,0.465510597
Elevated creatine kinase,1205,0.464354528
Creatine phosphokinase serum increased,1205,0.464354528
Pulmonary Hypertension,1203,0.463583815
Hypertrophic Cardiomyopathy,1200,0.462427746
Low posterior hairline,1198,0.461657033
Diabetes Mellitus,1197,0.461271676
Tremor,1195,0.460500963
Retrusion of upper jaw bones,1193,0.45973025
Maxillary retrognathia,1193,0.45973025
Hypoplasia of the maxilla,1193,0.45973025
Hypotrophic maxilla,1193,0.45973025
Deficiency of upper jaw bones,1193,0.45973025
Decreased projection of maxilla,1193,0.45973025
Impaired cognition,1191,0.458959538
Congenital pes cavus,1187,0.457418112
Severe mental retardation (I.Q. 2034),1185,0.456647399
Joint hyperflexibility,1184,0.456262042
Growth retardation,1182,0.455491329
Very poor growth,1182,0.455491329
Growth delay,1182,0.455491329
Poor growth,1182,0.455491329
Growth failure,1182,0.455491329
Glaucoma,1180,0.454720617
Nephrotic Syndrome,1179,0.45433526
Smooth philtrum,1178,0.453949904
Cleft Lip,1168,0.450096339
Hypogonadism,1168,0.450096339
Umbilical hernia,1166,0.449325626
Glioma,1166,0.449325626
Hernia Inguinal,1166,0.449325626
Dermatologic disorders,1157,0.445857418
Flexion contracture of proximal interphalangeal joint,1156,0.445472062
Mental impairment,1156,0.445472062
Renal Insufficiency,1155,0.445086705
Dystonic disease,1153,0.444315992
Coronary Artery Disease,1151,0.443545279
Adult onset,1149,0.442774566
Endometrial Neoplasms,1146,0.441618497
Liver Dysfunction,1144,0.440847784
Telecanthus,1143,0.440462428
Muscle Hypertonia,1139,0.438921002
Cardiac Arrhythmia,1136,0.437764933
Contracture,1135,0.437379576
Cardiomyopathy Dilated,1134,0.43699422
Polyhydramnios,1132,0.436223507
Tooth Abnormalities,1131,0.43583815
Kidney Failure,1130,0.435452794
Renal failure in adulthood,1130,0.435452794
Amyotrophic Lateral Sclerosis,1125,0.433526012
Psoriasis,1123,0.432755299
Triangular face,1123,0.432755299
Atrophy of cerebellum,1120,0.431599229
Cerebellar degeneration,1120,0.431599229
Infratentorial atrophy,1120,0.431599229
Inflammation,1118,0.430828516
Malabsorption,1117,0.43044316
Autism Spectrum Disorders,1112,0.428516378
Death in infancy,1109,0.427360308
Death in early childhood,1109,0.427360308
Flexion contractures of joints,1108,0.426974952
Flexion contracture,1108,0.426974952
Contracture of joint,1108,0.426974952
Mild Mental Retardation,1107,0.426589595
Short distal phalanges,1107,0.426589595
Class III malocclusion,1106,0.426204239
Increased size of mandible,1106,0.426204239
Mandibular hyperplasia,1106,0.426204239
mandibular excess (physical finding),1106,0.426204239
Hypertrophy of lower jaw,1106,0.426204239
Nausea and vomiting,1103,0.42504817
Premature birth of newborn,1101,0.424277457
Distal amyotrophy,1098,0.423121387
Slow progression,1095,0.421965318
Neurodevelopmental regression,1092,0.420809249
Mental deterioration in childhood,1092,0.420809249
Psychomotor regression in infants,1092,0.420809249
Psychomotor regression,1092,0.420809249
Psychomotor regression progressive,1092,0.420809249
Psychomotor regression beginning in infancy,1092,0.420809249
Loss of developmental milestones,1092,0.420809249
Developmental regression,1092,0.420809249
Icterus,1091,0.420423892
Degenerative brain disorder,1088,0.419267823
Liver diseases,1082,0.416955684
Small for gestational age (disorder),1080,0.416184971
Low Birth Weights,1080,0.416184971
Male infertility,1079,0.415799615
Acute kidney injury,1078,0.415414258
Spontaneous abortion,1075,0.414258189
Everted lower lip vermilion,1074,0.413872832
Protruding lower lip,1074,0.413872832
Malocclusion,1071,0.412716763
Angle class 2 malocclusion,1071,0.412716763
Angle class 3 malocclusion,1071,0.412716763
Delayed Puberty,1069,0.41194605
Arsenic Poisoning,1068,0.411560694
Bushy eyebrows,1066,0.410789981
Abdominal Pain,1063,0.409633911
Decreased size of teeth,1062,0.409248555
Fatty Liver,1062,0.409248555
Kyphoscoliosis deformity of spine,1062,0.409248555
Mouth Neoplasms,1060,0.408477842
Late tooth eruption,1057,0.407321773
Dyspnea,1056,0.406936416
Asthma,1056,0.406936416
leukemia,1054,0.406165703
Generalized muscle weakness,1051,0.405009634
Macrostomia,1049,0.404238921
Decreased width of tooth,1046,0.403082852
Microdontia (disorder),1046,0.403082852
Vomiting,1044,0.402312139
Synophrys,1038,0.4
Thin lips,1038,0.4
Carcinoma Transitional Cell,1036,0.399229287
Dental abnormalities,1036,0.399229287
Migraine Disorders,1036,0.399229287
Alopecia,1035,0.398843931
Pulmonary Fibrosis,1035,0.398843931
Osteochondrodysplasias,1032,0.397687861
Muscle Cramp,1028,0.396146435
Multiple subcutaneous nodules,1027,0.395761079
Subcutaneous nodule,1027,0.395761079
Kidney Neoplasm,1023,0.394219653
Speech Disorders,1021,0.39344894
Lung diseases,1020,0.393063584
Broad forehead,1019,0.392678227
Abnormality of retinal pigmentation,1019,0.392678227
Retinal pigment epithelial abnormality,1019,0.392678227
Supratentorial atrophy,1016,0.391522158
Macroglossia,1010,0.389210019
Congenital diaphragmatic hernia,1010,0.389210019
Thick flared eyebrows,1008,0.388439306
Bowed and upward slanting eyebrows,1008,0.388439306
Intermittent migraine headaches,1007,0.38805395
Cholestasis,1001,0.385741811
Diffuse Large BCell Lymphoma,999,0.384971098
Dermatitis Allergic Contact,997,0.384200385
Distal limb muscle weakness due to peripheral neuropathy,996,0.383815029
Hypoplastic feet,996,0.383815029
Distal muscle weakness,996,0.383815029
Posteriorly rotated ear,994,0.383044316
Pain,993,0.38265896
Arthralgia,993,0.38265896
Joint stiffness,992,0.382273603
Hydronephrosis,991,0.381888247
Pulmonary Stenosis,991,0.381888247
Lymphoma,990,0.38150289
Congenital Heart Defects,989,0.381117534
Electrocardiogram abnormal,988,0.380732177
Cerebellar Dysmetria,987,0.380346821
Photodysphoria,987,0.380346821
Photophobia,987,0.380346821
Mood swings,986,0.379961464
Congenital pectus carinatum,985,0.379576108
Hyperalgesia,985,0.379576108
Nonorganic psychosis,982,0.378420039
Parkinson Disease,980,0.377649326
Liver Failure,979,0.377263969
Atherosclerosis,979,0.377263969
Papilloma,978,0.376878613
Hyperactive behavior,976,0.3761079
Respiratory Failure,976,0.3761079
Status Epilepticus,975,0.375722543
Blindness Legal,970,0.373795761
Precursor Cell Lymphoblastic Leukemia Lymphoma,970,0.373795761
Blind Vision,970,0.373795761
Full lower lip,965,0.371868979
Prominent lower lip,965,0.371868979
Myoclonus,964,0.371483622
Liver Neoplasms Experimental,963,0.371098266
Thin face,956,0.368400771
Thin hypoplastic alae nasi,956,0.368400771
Narrow face,956,0.368400771
Conduction disorder of the heart,953,0.367244701
Neuroblastoma,952,0.366859345
Long eyelashes,950,0.366088632
Congenital clinodactyly,946,0.364547206
Curvature of digit,946,0.364547206
Nasopharyngeal carcinoma,944,0.363776493
Small cell carcinoma of lung,944,0.363776493
Acidosis Lactic,942,0.36300578
Electrocardiogram change,941,0.362620424
EKG abnormalities,941,0.362620424
Cardiac conduction abnormalities,941,0.362620424
Postnatal growth retardation,940,0.362235067
Fibrosis,938,0.361464355
Difficulties with night vision,937,0.361078998
Night Blindness,937,0.361078998
Varying degree of multiple fractures,935,0.360308285
Frequent fractures,935,0.360308285
Lymphadenopathy,935,0.360308285
Increased fracture rate,935,0.360308285
Prominent ear,934,0.359922929
Diabetic Nephropathy,934,0.359922929
Protruding ears,934,0.359922929
Thyroid Neoplasm,931,0.358766859
Lactic acidemia,931,0.358766859
AMYOTROPHIC LATERAL SCLEROSIS 1,929,0.357996146
Abnormal behavior,928,0.35761079
Adverse reaction to drug,927,0.357225434
Joint laxity,927,0.357225434
Convex nasal bridge,927,0.357225434
Squamous cell carcinoma of the head and neck,927,0.357225434
Prominent nasal bridge,927,0.357225434
Round full face,924,0.356069364
Micromelia,923,0.355684008
Round face,923,0.355684008
Neonatal Hypotonia,922,0.355298651
Aggressive behavior,919,0.354142582
Aggressive reaction,919,0.354142582
Physical aggression,919,0.354142582
Gait Ataxia,918,0.353757225
Chronic Lymphocytic Leukemia,917,0.353371869
Decreased to absent deep tendon reflexes,916,0.352986513
Hyperhidrosis disorder,915,0.352601156
Increased sweating,915,0.352601156
Sweating,915,0.352601156
Short philtrum,914,0.3522158
Necrosis,914,0.3522158
Congenital small ears,909,0.350289017
Severe psychomotor retardation,908,0.349903661
Global developmental delay severe,908,0.349903661
Proximal neurogenic muscle weakness,907,0.349518304
Xerosis,907,0.349518304
Proximal muscle weakness,907,0.349518304
Dry skin,907,0.349518304
CafeauLait Spots,906,0.349132948
Dementia,906,0.349132948
Simple ear,905,0.348747592
Auricular malformation,905,0.348747592
Myocardial Reperfusion Injury,905,0.348747592
Pneumonia,903,0.347976879
Arachnodactyly,902,0.347591522
Polymicrogyria,901,0.347206166
Multiple Myeloma,901,0.347206166
Hypogonadotropic hypogonadism,899,0.346435453
Uterine Cervical Neoplasm,899,0.346435453
Hypogonadism Isolated Hypogonadotropic,899,0.346435453
Pachygyria,899,0.346435453
Osteosarcoma,896,0.345279383
Narrow thorax,895,0.344894027
Contact Dermatitis,895,0.344894027
Congestive heart failure,893,0.344123314
Gynecomastia,891,0.343352601
Sezary Syndrome,890,0.342967245
Open mouth,889,0.342581888
Ecchymosis,888,0.342196532
Increased tendency to bruise,888,0.342196532
Abnormal skeletal development,887,0.341811175
Edema,886,0.341425819
Tooth size discrepancy,885,0.341040462
Inadequate arch length for tooth size,885,0.341040462
Tooth mass arch size discrepancy,885,0.341040462
Tooth Crowding,885,0.341040462
Neoplasms Experimental,883,0.34026975
Gliosis,882,0.339884393
Flat face,881,0.339499037
Paralysed,879,0.338728324
Thin sparse hair,871,0.335645472
Sparse hair,871,0.335645472
Dental caries,870,0.335260116
Rotting teeth,870,0.335260116
Anemia Hemolytic,867,0.334104046
Adenoma,866,0.33371869
Salivary Gland Neoplasms,865,0.333333333
Melanocytic nevus,864,0.332947977
Medulloblastoma,864,0.332947977
Wide spaced nipples,861,0.331791908
Cardiovascular Diseases,860,0.331406551
Retrognathia,860,0.331406551
Knee joint valgus deformity,858,0.330635838
Ophthalmoplegia,857,0.330250482
Distal sensory impairment,851,0.327938343
Multicystic Dysplastic Kidney,851,0.327938343
Syndactyly of fingers,851,0.327938343
Mesothelioma,851,0.327938343
Xerostomia,848,0.326782274
Autoimmune Diseases,848,0.326782274
Congenital anomaly of face,847,0.326396917
Facial Paresis,846,0.326011561
Corneal Opacity,846,0.326011561
Hirsutism,846,0.326011561
Wide anterior fontanel,846,0.326011561
Bell Palsy,845,0.325626204
Irritation  emotion,845,0.325626204
Facial muscle weakness of muscles innervated by CN VII,845,0.325626204
Hepatic enzyme increased,844,0.325240848
Subclinical abnormal liver function tests,844,0.325240848
Elevated hepatic transaminases,844,0.325240848
Hypertrophy of cheeks,844,0.325240848
Hyperplasia of cheeks,844,0.325240848
Blue sclera,844,0.325240848
Transaminases increased,844,0.325240848
Liver enzymes abnormal,844,0.325240848
Chubby cheeks,844,0.325240848
Liver function tests abnormal finding,844,0.325240848
Liver function test increased,844,0.325240848
Puffy cheeks,844,0.325240848
Full cheeks,844,0.325240848
Basal cell carcinoma,842,0.324470135
Tetralogy of Fallot,840,0.323699422
Short hands,838,0.322928709
Depressed nasal ridge,835,0.32177264
Pulmonary arterial hypertension,831,0.320231214
Idiopathic pulmonary arterial hypertension,831,0.320231214
AmphetamineRelated Disorders,830,0.319845857
Apnea,830,0.319845857
Coloboma of iris,830,0.319845857
Clouding of corneal stroma,830,0.319845857
Hip Dislocation Congenital,829,0.319460501
Pointed chin,829,0.319460501
Range of joint movement increased,828,0.319075145
Diaphragmatic Hernia,827,0.318689788
Alcoholic Intoxication,827,0.318689788
Stereotyped Behavior,824,0.317533719
Neurodegenerative disease,824,0.317533719
Spastic Paraplegia,824,0.317533719
Stereotypic Movement Disorder,824,0.317533719
Movement Disorders,823,0.317148362
Blepharophimosis,821,0.316377649
Abnormality of the voice,817,0.314836224
Birthmark,817,0.314836224
Short metacarpal,814,0.313680154
VesicoUreteral Reflux,814,0.313680154
Aortic coarctation,812,0.312909441
Skin Ulcer,809,0.311753372
Downturned corners of mouth,805,0.310211946
Increased serum lactate,804,0.30982659
Electroretinogram abnormal,803,0.309441233
Ulcerative Colitis,799,0.307899807
Problems speaking,798,0.307514451
Poor speech,798,0.307514451
Decreased antibody level in blood,797,0.307129094
Hypogammaglobulinemia,797,0.307129094
Cerebrovascular accident,795,0.306358382
Generalized hirsutism,794,0.305973025
Cerebral Hemorrhage,793,0.305587669
Lethargy,792,0.305202312
Hypercalcemia,791,0.304816956
Neoplasm Recurrence Local,790,0.304431599
Reduced fetal movement,787,0.30327553
Myalgia,786,0.302890173
Mitral Valve Prolapse Syndrome,786,0.302890173
Craniosynostosis,785,0.302504817
Platyspondyly,783,0.301734104
Underdeveloped supraorbital ridges,782,0.301348748
Underdeveloped brows,782,0.301348748
Distortion of face,777,0.299421965
Funny looking face,777,0.299421965
Hyperplasia,777,0.299421965
facial deformity,777,0.299421965
Dysmorphic facies,777,0.299421965
Ulnar polydactyly of fingers,776,0.299036609
Skin hyperelastic,776,0.299036609
Syndactyly of the toes,774,0.298265896
Infarction Middle Cerebral Artery,774,0.298265896
Brain Neoplasms,774,0.298265896
Stippled epiphyses,773,0.297880539
Breast Carcinoma,772,0.297495183
Eye Abnormalities,770,0.29672447
Respiratory distress,769,0.296339114
Malformed pinnae,765,0.294797688
Hyperinsulinism,764,0.294412331
Widely spaced teeth,763,0.294026975
Neutrophil count decreased,763,0.294026975
Gastrointestinal Hemorrhage,759,0.292485549
Cerebellar Hypoplasia,758,0.292100193
Substance Withdrawal Syndrome,758,0.292100193
Wide nose,755,0.290944123
Memory Disorders,752,0.289788054
Hemangiosarcoma,751,0.289402697
Pruritus,751,0.289402697
Irregular hyperpigmentation,751,0.289402697
Radially deviated fingers,751,0.289402697
Acute Promyelocytic Leukemia,749,0.288631985
Tall stature,748,0.288246628
Respiratory insufficiency due to muscle weakness,748,0.288246628
Impaired exercise tolerance,747,0.287861272
Hyperparathyroidism,747,0.287861272
Xlinked dominant,745,0.287090559
Preauricular dimple,744,0.286705202
Exanthema,744,0.286705202
Preauricular Fistulae Congenital,744,0.286705202
Preauricular sinus,744,0.286705202
Hypercholesterolemia,742,0.285934489
Abnormal dermatoglyphic pattern,740,0.285163776
Cutis marmorata,738,0.284393064
Astrocytoma,731,0.281695568
Vertigo,731,0.281695568
Dizziness,731,0.281695568
Chloracne,731,0.281695568
Absent speech,728,0.280539499
nonverbal,728,0.280539499
Congenital cataract,727,0.280154143
Acromegaly,727,0.280154143
Congenital Bilateral Cataracts,727,0.280154143
Lupus Erythematosus Systemic,725,0.27938343
Biliary cirrhosis,724,0.278998073
Retinal Diseases,724,0.278998073
Myeloid Leukemia Chronic,723,0.278612717
Mental deterioration,722,0.27822736
Palmoplantar Keratosis,721,0.277842004
Fine hair,719,0.277071291
Generalized hypotonia,718,0.276685934
Calcinosis,718,0.276685934
Comatose,718,0.276685934
Congenital ocular coloboma (disorder),718,0.276685934
Congenital Camptodactyly,717,0.276300578
hypopigmented skin patch,714,0.275144509
Head and Neck Neoplasms,714,0.275144509
ObsessiveCompulsive Disorder,711,0.273988439
ear infection chronic,710,0.273603083
Hyperkeratosis,710,0.273603083
Chronic otitis media,710,0.273603083
Blood Coagulation Disorders,709,0.273217726
Bulbous nasal tip,708,0.27283237
Large fontanelle,708,0.27283237
Wide bregma sutures,708,0.27283237
Potato nose,708,0.27283237
Bulbous nose,708,0.27283237
Large bregma sutures,708,0.27283237
Myeloid Leukemia,708,0.27283237
Large lateclosing fontanelle,708,0.27283237
Reduced visual acuity,707,0.272447013
Sparse eyebrow,706,0.272061657
Abnormallyshaped vertebrae,704,0.271290944
Esophagitis,704,0.271290944
Microcornea,704,0.271290944
Pyloric Stenosis,704,0.271290944
Corneal diameter decreased,704,0.271290944
Headache,703,0.270905588
Recurrent infections,703,0.270905588
Bone pain,702,0.270520231
Tachycardia,699,0.269364162
Chest Pain,699,0.269364162
Hypothyroidism,699,0.269364162
Lordosis,698,0.268978805
Neuropathy,695,0.267822736
Respiratory Distress Syndrome Adult,695,0.267822736
TCell Lymphoma,695,0.267822736
Increased serum parathyroid hormone,694,0.26743738
Lymphoma NonHodgkin,694,0.26743738
Acute Coronary Syndrome,693,0.267052023
Venous Thrombosis,692,0.266666667
Hyperpigmentation,692,0.266666667
Late fontanel closure,690,0.265895954
Choanal Atresia,689,0.265510597
DandyWalker Syndrome,689,0.265510597
Neck webbing,689,0.265510597
Failure to thrive in infancy,688,0.265125241
Hypoalbuminemia,688,0.265125241
Hyperinsulinaemic hypoglycaemia,687,0.264739884
Papule,687,0.264739884
Hyperglycemia,685,0.263969171
Broad nasal tip,685,0.263969171
Skin Abnormalities,684,0.263583815
Sparse scalp hair,683,0.263198459
Thin skin,683,0.263198459
Focal glomerulosclerosis,683,0.263198459
Erythema,681,0.262427746
Skull malformation,680,0.262042389
Cholangiocarcinoma,679,0.261657033
Prone to bacterial infection,678,0.261271676
Recurrent bacterial infection,678,0.261271676
Increased susceptibility to bacterial infections,678,0.261271676
Dyspnea on exertion,677,0.26088632
Female infertility,677,0.26088632
Specific learning disability,677,0.26088632
Abnormal vision,675,0.260115607
Bilateral single transverse palmar creases,675,0.260115607
Neural Tube Defects,675,0.260115607
Lymphopenia,674,0.25973025
Abnormality of the fingernails,673,0.259344894
Congenital neurologic anomalies,673,0.259344894
Overfolded helix,673,0.259344894
Growth hormone excess,673,0.259344894
Hypoxia,671,0.258574181
Pancytopenia,669,0.257803468
Abdomen distended,668,0.257418112
Noncancerous mole,666,0.256647399
Marijuana Abuse,665,0.256262042
Primary physiologic amenorrhea,664,0.255876686
Parkinsonian Disorders,664,0.255876686
Left Ventricular Hypertrophy,663,0.255491329
Syndactyly,662,0.255105973
Subcutaneous lipomas,662,0.255105973
Papillary thyroid carcinoma,661,0.254720617
Fatigable weakness of swallowing muscles,660,0.25433526
Aminoaciduria,660,0.25433526
Fatigable weakness of respiratory muscles,660,0.25433526
Abnormal urinary aminoacid findings,660,0.25433526
