AKT3,Orbital separation excessive
AKT3,Mental Retardation
AKT3,Microstomia
AKT3,Mitral Valve Insufficiency
AKT3,Seizures
AKT3,Macrocephaly
AKT3,High forehead
AKT3,Skin hyperelastic
AKT3,Cutis marmorata
AKT3,Polymicrogyria
AKT3,Hypoplasia of corpus callosum
AKT3,Telecanthus
AKT3,Low intelligence
AKT3,Hemimegalencephaly
AKT3,Ulnar polydactyly of fingers
AKT3,Mental deficiency
AKT3,Depressed nasal bridge
AKT3,Poor school performance
AKT3,Megalanecephaly PolymicrogyriaPolydactyly Hydrocephalus Syndrome
AKT3,Malformations of Cortical Development
AKT3,Tall forehead
AKT3,Dilated ventricles (finding)
AKT3,Depressed nasal rootbridge
AKT3,Mitral regurgitation mild
AKT3,Intellectual Disability
AKT3,MEGALENCEPHALYPOLYMICROGYRIAPOLYDACTYLYHYDROCEPHALUS SYNDROME 2
AKT3,Dull intelligence
AKT3,Abnormal localization of kidney
AKT3,Abnormal nasal morphology
AKT3,Increased head circumference
AKT3,Increased size of skull
AKT3,Concave bridge of nose
AKT3,Increased size of cranium
AKT3,Big calvaria
MRT4,MENTAL RETARDATION AUTOSOMAL RECESSIVE 4
NR2E3,Glaucoma
NR2E3,Conductive hearing loss
NR2E3,Sensorineural Hearing Loss (disorder)
NR2E3,Hemeralopia
NR2E3,Hyperinsulinism
NR2E3,Hypogonadism
NR2E3,Keratoconus
NR2E3,Mental Retardation
NR2E3,Night Blindness
NR2E3,Nystagmus
NR2E3,Obesity
NR2E3,Ophthalmoplegia
NR2E3,Optic Atrophy
NR2E3,Retinitis Pigmentosa
NR2E3,Photophobia
NR2E3,Cataract
NR2E3,Retinoschisis
NR2E3,Cystoid macular retinal degeneration
NR2E3,Color Blindness RedGreen
NR2E3,Color Blindness Blue
NR2E3,Retinal exudates
NR2E3,Congenital anomaly of testis
NR2E3,Congenital hypoplasia of penis
NR2E3,Macular retinal edema
NR2E3,Blindness Legal
NR2E3,GoldmannFavre syndrome (disorder)
NR2E3,Vitreoretinal degeneration
NR2E3,Low intelligence
NR2E3,Blind Vision
NR2E3,Electroretinogram abnormal
NR2E3,Mental deficiency
NR2E3,Lens Opacities
NR2E3,Retinal pigment epithelial abnormality
NR2E3,Pigmentary retinal degeneration
NR2E3,Broad flat nasal bridge
NR2E3,Anteverted nostril
NR2E3,Poor school performance
NR2E3,Nasal bridge wide
NR2E3,Enhanced SCone Syndrome
NR2E3,Extinguished electroretinogram
NR2E3,Abnormality of retinal pigmentation
NR2E3,RETINITIS PIGMENTOSA 37 (disorder)
NR2E3,Blueyellow color vision defect
NR2E3,Redgreen color vision defect
NR2E3,Intellectual Disability
NR2E3,Dull intelligence
NR2E3,Difficulties with night vision
NR2E3,Photodysphoria
NR2E3,Autosomal recessive predisposition
NR2E3,Undetectable light and darkadapted electroretinogram
NR2E3,Atypical scarring of skin
NR2E3,Abnormality of the retinal vasculature
NR2E3,Night blindness progressive
RHDNS1,Renal Hypodysplasia Nonsyndromic 1
MMVP3,Mitral Valve Prolapse Myxomatous 3
PTLS,PotockiLupski syndrome
PSNP3,Supranuclear Palsy Progressive 3
CDKN2B-AS1,Endometriosis
CDKN2B-AS1,Glaucoma OpenAngle
CDKN2B-AS1,Chronic Lymphocytic Leukemia
CDKN2B-AS1,Mouth Neoplasms
SPG37,SPASTIC PARAPLEGIA 37 AUTOSOMAL DOMINANT (disorder)
Feb-07,FEBRILE CONVULSIONS FAMILIAL 7 (disorder)
STUT1,Stuttering Familial Persistent 1
STUT2,Stuttering Familial Persistent 2
APMR2,AlopeciaMental Retardation Syndrome 2
SPG38,SPASTIC PARAPLEGIA 38 AUTOSOMAL DOMINANT (disorder)
GNPDA1,Liver Cirrhosis Experimental
KCNE3,Cardiac Arrest
KCNE3,Ventricular Fibrillation
KCNE3,Hyperkalemic periodic paralysis
KCNE3,Hypokalemic periodic paralysis
KCNE3,Electromyogram abnormal
KCNE3,ST segment elevation (finding)
KCNE3,Brugada Syndrome (disorder)
KCNE3,Mildly increased creatine kinase
KCNE3,Hyperglycemia Postprandial
KCNE3,Exerciseinduced muscle fatigue
KCNE3,Brugada Syndrome 6
KCNE3,Hypokalemic periodic paralysis type 1
KCNE3,Increased intramyocellular lipid droplets
KCNE3,Periodic hypokalemic paresis
KCNE3,Episodic hypokalemia
KCNE3,Episodic flaccid weakness
CDH3,Ulcerative Colitis
CDH3,Dental caries
CDH3,Ectodermal Dysplasia
CDH3,Hypotrichosis
CDH3,Macular degeneration
CDH3,Nail Diseases
CDH3,Ovarian Cysts
CDH3,Retinal Diseases
CDH3,Retinitis Pigmentosa
CDH3,Syndactyly
CDH3,Tooth Abnormalities
CDH3,Contracture of joint of hand
CDH3,Syndactyly of fingers
CDH3,Claw hand
CDH3,Reduced visual acuity
CDH3,Microdontia (disorder)
CDH3,Dental abnormalities
CDH3,Brittle hair
CDH3,Pili Torti
CDH3,Ectrodactyly
CDH3,Blindness Legal
CDH3,Short stature
CDH3,Fine hair
CDH3,Absent eyebrow
CDH3,Blind Vision
CDH3,Madarosis of eyebrow
CDH3,Congenital Camptodactyly
CDH3,Cone dystrophy
CDH3,Macular dystrophy
CDH3,Nail abnormality
CDH3,Retinal pigment epithelial abnormality
CDH3,HYPOTRICHOSIS CONGENITAL WITH JUVENILE MACULAR DYSTROPHY
CDH3,Sparse eyebrow
CDH3,Macular pigmentary changes
CDH3,Sparse eyelashes
CDH3,Widely spaced teeth
CDH3,Reduced tensile strength of hair
CDH3,Ectodermal dysplasia ectrodactyly and macular dystrophy
CDH3,Sparse scalp hair
CDH3,Abnormality of retinal pigmentation
CDH3,Sparse body hair
CDH3,Selective tooth agenesis
CDH3,Fragile hair
CDH3,Autosomal recessive predisposition
CDH3,Abnormality of macular pigmentation
CDH3,Abnormality of vision
CDH3,Coneconerod dystrophy
CDH3,Fractured hair
CDH3,Absence of a tooth
CDH3,Aplasia of eyebrows
CDH3,Agenesis of eyebrows
CDH3,Decreased size of teeth
CDH3,Decreased width of tooth
CDH3,Rotting teeth
TANK,Mammary Neoplasms
MRT9,MENTAL RETARDATION AUTOSOMAL RECESSIVE 9
MRT10,MENTAL RETARDATION AUTOSOMAL RECESSIVE 10
MRT11,MENTAL RETARDATION AUTOSOMAL RECESSIVE 11
SRA1,Cryptorchidism
SRA1,Gynecomastia
SRA1,Primary physiologic amenorrhea
SRA1,Small testicle
SRA1,Congenital hypoplasia of penis
SRA1,Hypogonadotropic hypogonadism
SRA1,Sparse pubic hair
SRA1,Sparse axillary hair
SRA1,Hypogonadism Isolated Hypogonadotropic
SRA1,Autosomal recessive predisposition
GINGF4,FIBROMATOSIS GINGIVAL HEREDITARY 4 (disorder)
EKD2,Episodic Kinesigenic Dyskinesia 2
HOTAIR,Neoplasm Recurrence Local
HOTAIR,Stomach Neoplasms
HOTAIR,Liver carcinoma
MIR300,Liver Neoplasms Experimental
MIR875,Cholestasis
MIR744,Myocardial Reperfusion Injury
MIR744,Chemical and Drug Induced Liver Injury
MIR877,Neoplastic Cell Transformation
MIR665,CocaineRelated Disorders
MIR374B,Neoplastic Cell Transformation
MIR301B,Myocardial Reperfusion Injury
MIR301B,CocaineRelated Disorders
MIR938,Carcinoid Tumor
MIR938,Lung Neoplasms
MIR708,Liver Neoplasms Experimental
MIR190B,Noiseinduced hearing loss
MIR760,Liver Neoplasms Experimental
GJE1,Peripheral Neuropathy
MAFD4,MAJOR AFFECTIVE DISORDER 4
EJM4,Myoclonic Epilepsy Juvenile
MGS,MUNGAN SYNDROME
ZBTB42,LETHAL CONGENITAL CONTRACTURE SYNDROME 6
C20orf181,Cocaine withdrawal
HDAC6,Mental Depression
HDAC6,Depressive disorder
HDAC6,Fetal Growth Retardation
HDAC6,Hydrocephalus
HDAC6,Infant Small for Gestational Age
HDAC6,melanoma
HDAC6,Microphthalmos
HDAC6,Mild Mental Retardation
HDAC6,Prostatic Neoplasms
HDAC6,Frontal bossing
HDAC6,Low set ears
HDAC6,Metaphyseal chondrodysplasia
HDAC6,Short stature
HDAC6,Small nose
HDAC6,Thin rib
HDAC6,Defect of skull ossification
HDAC6,ovarian neoplasm
HDAC6,Intrauterine retardation
HDAC6,Metaphyseal cupping of proximal phalanges
HDAC6,Distal shortening of limbs
HDAC6,Depressed nasal ridge
HDAC6,Short hands
HDAC6,Platyspondyly
HDAC6,Death in early childhood
HDAC6,Xlinked dominant
HDAC6,Hypoplastic feet
HDAC6,Short nose
HDAC6,Metaphyseal cupping of metacarpals
HDAC6,Death in infancy
HDAC6,Hypoplastic iliac wing
HDAC6,Rhizomelia
HDAC6,CHONDRODYSPLASIA WITH PLATYSPONDYLY DISTINCTIVE BRACHYDACTYLY HYDROCEPHALY AND MICROPHTHALMIA
HDAC6,Hypoplastic calcaneus
HDAC6,Abnormality of the calcaneus
HDAC6,Increased head circumference
HDAC6,Increased size of skull
HDAC6,Decreased calcification of skull
HDAC6,Decreased size of eyeball
HDAC6,Increased size of cranium
HDAC6,Big calvaria
HDAC6,Abnormally small eyeball
TSTD3,Liver Cirrhosis Experimental
PET100,Leigh Disease
LINC00271,Schizophrenia
CD24,Liver Cirrhosis Experimental
CD24,Multiple Sclerosis
KCNJ18,Thyrotoxic periodic paralysis
KCNJ18,THYROTOXIC PERIODIC PARALYSIS SUSCEPTIBILITY TO 2
PLA2G4B,Schizophrenia
HDAC5,Adjustment Disorders
HDAC5,Mental Depression
HDAC5,Depressive disorder
HDAC5,Unipolar Depression
HDAC5,CocaineRelated Disorders
HDAC5,Familial primary pulmonary hypertension
HDAC5,Major Depressive Disorder
ETL4,Epilepsy Familial Temporal Lobe 4
KLLN,Malignant neoplasm of breast
KLLN,Hamartoma Syndrome Multiple
KLLN,Breast Cancer Familial
KLLN,BREASTOVARIAN CANCER FAMILIAL SUSCEPTIBILITY TO 2
KLLN,BREASTOVARIAN CANCER FAMILIAL SUSCEPTIBILITY TO 1
KLLN,BREASTOVARIAN CANCER FAMILIAL SUSCEPTIBILITY TO 3
PDCD6IP,Degenerative polyarthritis
OTSC8,OTOSCLEROSIS 8 (disorder)
RNU4ATAC,Roifman syndrome
RNU4ATAC,MICROCEPHALIC OSTEODYSPLASTIC PRIMORDIAL DWARFISM TYPE I
PDCD6,Endogenous depression
BCL2L11,Cholangitis Sclerosing
CRCS6,Colorectal Neoplasms
CRCS7,Colorectal Neoplasms
NNO3,Nanophthalmos 3
DEL16P11.2,Autistic Disorder
ASDP,Anal sphincter dysplasia
HBD,DeltaBeta Thalassemia
DIP,Desquamative interstitial pneumonia
FECD2,CORNEAL DYSTROPHY FUCHS ENDOTHELIAL 2
AUTS12,Autistic Disorder
AUTS13,Autistic Disorder
HYT8,Essential Hypertension
PNKD2,PAROXYSMAL NONKINESIGENIC DYSKINESIA 2 (disorder)
AOS,Adams Oliver syndrome
HLP,Hyperkeratosis lenticularis perstans
DA4,ARTHROGRYPOSIS DISTAL TYPE 4 (disorder)
STHAG5,Tooth Agenesis Selective 5
AD14,Alzheimer Disease 14
CFTDX,Myopathy Congenital With FiberType Disproportion XLinked
AGSPX,Angioma serpiginosum Xlinked
SCAX5,Spinocerebellar Ataxia XLinked 5
HPCX2,Prostate Cancer Hereditary XLinked 2
AGA2,Alopecia Androgenetic 2
IHPS4,Pyloric Stenosis Infantile Hypertrophic 4
CFSS,Craniofacioskeletal Syndrome
DFCTRPS,Deafness Cataract Retinitis Pigmentosa And Sperm Abnormalities
LOAS,Optic Atrophy Hereditary Leber
HEY,Hairy Ears YLinked
NIDDM4,Diabetes Mellitus NonInsulinDependent
NIDDM4,Diabetes Mellitus NoninsulinDependent Type 4
AFA1,Alopecia
ITC1,HYPERTRICHOSIS UNIVERSALIS CONGENITA AMBRAS TYPE (disorder)
WM1,Waldenstrom Macroglobulinemia
HPC6,Prostatic Neoplasms
HPC6,Prostate Cancer Hereditary 6
MGR8,MIGRAINE WITH OR WITHOUT AURA SUSCEPTIBILITY TO 8
CLLS1,Chronic Lymphocytic Leukemia
MAFD3,Major Affective Disorder 3
AD11,Alzheimer Disease 11
GEFSP4,Generalized Epilepsy With Febrile Seizures Plus Type 4
SLEB5,Lupus Erythematosus Systemic
ASPG4,Asperger Syndrome
ASRT3,ASTHMARELATED TRAITS SUSCEPTIBILITY TO 3
ODS1,OpioidRelated Disorders
SLEB7,Lupus Erythematosus Systemic
SLEB8,Lupus Erythematosus Systemic
STBMS1,Strabismus
HDLCQ4,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 4
HYT5,Essential Hypertension
HYT6,Essential Hypertension
HPC7,Prostate Cancer Hereditary 7
WM2,Waldenstrom Macroglobulinemia
RLS3,Restless Legs Syndrome
RLS4,Restless Legs Syndrome
AUTS7,Autistic Disorder
HDLCQ5,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 5
HDLCQ6,HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 6
AUTS11,Autistic Disorder
OS4,Degenerative polyarthritis
ASRT4,ASTHMARELATED TRAITS SUSCEPTIBILITY TO 4
HYT7,Essential Hypertension
HPC9,Prostate Cancer Hereditary 9
MTBS2,MYCOBACTERIUM TUBERCULOSIS SUSCEPTIBILITY TO 2
AD12,Alzheimer Disease 12
AUTS1,Autistic Disorder
HPC10,Prostate Cancer Hereditary 10
CHDS8,Coronary heart disease
AD13,Alzheimer Disease 13
AD15,Alzheimer Disease 15
RLS5,Restless Legs Syndrome
ASRT6,ASTHMARELATED TRAITS SUSCEPTIBILITY TO 6
CRCS2,Colorectal Neoplasms
ATFB5,Atrial Fibrillation Familial 5
MAFD5,MAJOR AFFECTIVE DISORDER 5
MAFD6,MAJOR AFFECTIVE DISORDER 6
CODA,Cavitary Optic Disc Anomalies
CELIAC6,Celiac Disease
FMTLE,Epilepsy Familial Mesial Temporal Lobe
Feb-09,Febrile Convulsions Familial 9
HSCR9,Hirschsprung Disease
MGR12,MIGRAINE WITH OR WITHOUT AURA SUSCEPTIBILITY TO 12
BMND7,Osteoporosis
BMND8,Osteoporosis
MNDEC,Microtia With Nasolacrimal Duct Imperforation And Eye Coloboma
DEL22Q11.2,Schizophrenia
AAA3,Aortic Aneurysm Familial Abdominal 3
ANIB6,Aneurysm Intracranial Berry 6
EA7,Episodic Ataxia Type 7
EIG5,Idiopathic generalized epilepsy
ENDO1,Endometriosis
IH,HEMIHYPERPLASIA ISOLATED
LMPH1B,Lymphedema Hereditary IB
HPC14,Prostate Cancer Hereditary 14
HPC15,Prostate Cancer Hereditary 15
CELIAC8,Celiac Disease
CELIAC9,Celiac Disease
CELIAC10,Celiac Disease
CELIAC11,Celiac Disease
CELIAC12,Celiac Disease
CELIAC13,Celiac Disease
IHPS3,Pyloric Stenosis Infantile Hypertrophic 3
CHDS9,Coronary heart disease
HPRHP,Hypophosphatemic Rickets And Hyperparathyroidism
MFT2,Trichoepithelioma Multiple Familial 2
ANIB7,Aneurysm Intracranial Berry 7
ANIB8,Aneurysm Intracranial Berry 8
CRCS5,Colorectal Neoplasms
IBD12,Inflammatory Bowel Disease 12
SH2B3,Celiac Disease
SH2B3,Chest Pain
SH2B3,Diabetes Mellitus InsulinDependent
SH2B3,Dizziness
SH2B3,Fatigue
SH2B3,Headache
SH2B3,Hypertensive disease
SH2B3,Inflammation
SH2B3,Lupus Erythematosus Systemic
SH2B3,Myelofibrosis
SH2B3,Myeloproliferative disease
SH2B3,Myocardial Infarction
SH2B3,Paresthesia
SH2B3,Splenomegaly
SH2B3,Thrombocythemia Essential
SH2B3,Venous Thrombosis
SH2B3,Vertigo
SH2B3,Vitiligo
SH2B3,Amaurosis Fugax
SH2B3,Bleeding time prolonged
SH2B3,Arterial thrombosis
SH2B3,Acrocyanosis
SH2B3,Dyspnea on exertion
SH2B3,Florid red complexion (finding)
SH2B3,Hematocrit increased
SH2B3,Juvenile Myelomonocytic Leukemia
SH2B3,Increase in blood pressure
SH2B3,Somatic mutation
SH2B3,Hemoglobin increased
SH2B3,Brain hemorrhage
SH2B3,Thrombocytosis
SH2B3,Platelet morphology abnormal
SH2B3,Increased number of platelets
SH2B3,Transient Cerebral Ischemia
SH2B3,Peripheral thrombosis
SH2B3,Increased red blood cell mass
SH2B3,Impaired platelet aggregation
SH2B3,Coronary Artery Disease
SH2B3,Cerebral Hemorrhage
SH2B3,Abnormality of the skeletal system
SH2B3,Increased megakaryocyte count
IS4,SCOLIOSIS IDIOPATHIC SUSCEPTIBILITY TO 4 (finding)
CILD8,Ciliary Dyskinesia Primary 8
GEFSP6,Generalized Epilepsy With Febrile Seizures Plus Type 6
IBD20,Inflammatory Bowel Disease 20
TSHQTL1,THYROIDSTIMULATING HORMONE LEVEL QUANTITATIVE TRAIT LOCUS 1
ADHD5,Attention deficit hyperactivity disorder
ADHD6,Attention deficit hyperactivity disorder
IBD19,Inflammatory Bowel Disease 19
SLEB12,Lupus Erythematosus Systemic
IBD15,Inflammatory Bowel Disease 15
IBD16,Inflammatory Bowel Disease 16
IBD18,Inflammatory Bowel Disease 18
CMM7,MELANOMA CUTANEOUS MALIGNANT SUSCEPTIBILITY TO 7
POROK5,Porokeratosis Disseminated Superficial Actinic 3
IS5,SCOLIOSIS ISOLATED SUSCEPTIBILITY TO 5
JAWAD,microcephalydigital anomalies syndrome
IBD21,Inflammatory Bowel Disease 21
POROK2,KERATODERMA PALMOPLANTAR PUNCTATE TYPE II
POROK6,Porokeratosis Disseminated Superficial Actinic 4
MAFD8,MAJOR AFFECTIVE DISORDER 8
SCZD14,Schizophrenia
MAFD9,MAJOR AFFECTIVE DISORDER 9
SLEB13,Lupus Erythematosus Systemic
SS3,Sarcoidosis
GNE,Epilepsy
GNE,Hepatomegaly
GNE,Hernia Inguinal
GNE,Orbital separation excessive
GNE,Hypothyroidism
GNE,Seizures
GNE,Sleep Apnea Syndromes
GNE,Curvature of spine
GNE,Splenomegaly
GNE,Footdrop
GNE,Elevated creatine kinase
GNE,Frontal bossing
GNE,Proximal muscle weakness
GNE,Inclusion Body Myositis (disorder)
GNE,Low set ears
GNE,Byzanthine arch palate
GNE,Creatine phosphokinase serum increased
GNE,Sialuria
GNE,Shoulder girdle weakness
GNE,Distal muscle weakness
GNE,Gait Drop Foot
GNE,EMG positive sharp waves
GNE,Synophrys
GNE,Simple syndactyly of toes first web space
GNE,Hypoplasia of nipple
GNE,Global developmental delay
GNE,Reflex Ankle Absent
GNE,Gait abnormality
GNE,Congenital Epicanthus
GNE,Acquired scoliosis
GNE,Shoulder weakness
GNE,Smooth philtrum
GNE,Attention deficit hyperactivity disorder
GNE,Limbgirdle myopathy
GNE,Inclusion Body Myopathy Autosomal Recessive
GNE,Prominent forehead
GNE,Thoracic hypoplasia
GNE,Proximal neurogenic muscle weakness
GNE,Broad flat nasal bridge
GNE,Limbgirdle muscle atrophy
GNE,Variation in muscle fiber size
GNE,Coarse facial features
GNE,Distal amyotrophy
GNE,Generalized hirsutism
GNE,Nasal bridge wide
GNE,Mildly increased creatine kinase
GNE,Limited shoulder movement
GNE,Adult onset
GNE,NONAKA MYOPATHY
GNE,Rimmed vacuoles on biopsy
GNE,Deposits immunoreactive to betaamyloid protein
GNE,Protuberant abdomen
GNE,Low posterior hairline
GNE,Periorbital fullness
GNE,Limbgirdle muscle weakness
GNE,Limited wrist extension
GNE,Long hallux
GNE,Distal limb muscle weakness due to peripheral neuropathy
GNE,Cognitive delay
GNE,Long philtrum
GNE,Thin upper lip vermilion
GNE,Foot dorsiflexor weakness
GNE,Bulging forehead
GNE,Sialuria French type
GNE,Weakness of hip flexors
GNE,Mental and motor retardation
GNE,Autosomal recessive predisposition
GNE,Fatty replacement of skeletal muscle
GNE,EMG: myopathic abnormalities
GNE,Abnormality of metabolismhomeostasis
GNE,Muscle fiber inclusion bodies
GNE,EMG: myotonic discharges
GNE,Tibialis muscle weakness
GNE,Thickened facial skin with coarse facial features
HCN4,Atrial Fibrillation
HCN4,Sick Sinus Syndrome
HCN4,Tachycardia Ventricular
HCN4,Sinus bradycardia
HCN4,ST segment elevation (finding)
HCN4,Mood Disorders
HCN4,Brugada Syndrome (disorder)
HCN4,Sick Sinus Syndrome 2 Autosomal Dominant
HCN4,Brugada Syndrome 8
HCN4,Prenatal onset
DYT17,DYSTONIA 17 TORSION AUTOSOMAL RECESSIVE (disorder)
NRCLP4,Narcolepsy
AGA3,Alopecia Androgenetic 3
ARHI1,AgeRelated Hearing Impairment 1
BMIQ13,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 13
BMIQ14,BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 14
WAGRO,Wilms Tumor Aniridia Genitourinary Anomalies Mental Retardation and Obesity Syndrome
MCI2,Myocardial Infarction
SLI4,Specific Language Impairment 4
PLSA1,Primary Lateral Sclerosis Adult 1
DUP7Q11.23,WilliamsBeuren Region Duplication Syndrome
DEL15Q15.3,Deafness Sensorineural And Male Infertility
IBD22,Inflammatory Bowel Disease 22
IBD23,Inflammatory Bowel Disease 23
DEL11P15P14,Homozygous 11p15p14 Deletion Syndrome
MED16,Endometriosis
IHPS5,Pyloric Stenosis Infantile Hypertrophic 5
MYP16,MYOPIA 16 (disorder)
CLLS3,Chronic Lymphocytic Leukemia
CLLS4,Chronic Lymphocytic Leukemia
CLLS5,Chronic Lymphocytic Leukemia
LINC01432,Alopecia Androgenetic 3
CASC11,Bladder Neoplasm
IBD24,Inflammatory Bowel Disease 24
IBD25,INFLAMMATORY BOWEL DISEASE 25 AUTOSOMAL RECESSIVE
SHFLD3,SplitHandFoot Malformation With Long Bone Deficiency 3
DELXP11.3,Chromosome Xp11.3 Deletion Syndrome
LNCR3,Lung Neoplasms
ANIB9,Aneurysm Intracranial Berry 9
ANIB10,Aneurysm Intracranial Berry 10
CRCS8,Colorectal Neoplasms
CRCS10,Colorectal Neoplasms
CRCS11,Colorectal Neoplasms
LNCR4,Lung Neoplasms
MS2,Multiple Sclerosis
MS3,Multiple Sclerosis
MS4,Multiple Sclerosis
IDDM23,Diabetes Mellitus InsulinDependent 23
AD16,Alzheimer Disease 16
PSORS11,Psoriasis
USH1H,Usher Syndrome Type I
USH1H,USHER SYNDROME TYPE IH (disorder)
IBD26,Inflammatory Bowel Disease 26
BFIS4,Convulsions Benign Familial Infantile 4
Feb-10,Febrile Convulsions Familial 10
DFNA59,DEAFNESS AUTOSOMAL DOMINANT 59 (disorder)
UAQTL4,URIC ACID CONCENTRATION SERUM QUANTITATIVE TRAIT LOCUS 4
OS6,Degenerative polyarthritis
DUX4,Precursor BCell Lymphoblastic LeukemiaLymphoma
DUX4,Muscular Dystrophy Facioscapulohumeral
DUX4,Precursor Cell Lymphoblastic Leukemia Lymphoma
HYDIN2,Craniofacial Abnormalities
BOP,Polymicrogyria Bilateral Occipital
MYP15,MYOPIA 15 (disorder)
CDH5,Alcoholic Intoxication Chronic
CDH5,Colorectal Neoplasms
CDH5,Biliary cirrhosis
CDH5,Liver Cirrhosis Experimental
CDH5,NoReflow Phenomenon
CDH5,Mammary Neoplasms
CELIAC7,Celiac Disease
DUH2,Dyschromatosis Universalis Hereditaria 2
SYNSTH,Synesthesia
PRBNS,Pierre Robin Syndrome
LKMCD,Leukoencephalopathy With Metaphyseal Chondrodysplasia
IBD27,Inflammatory Bowel Disease 27
MIR1275,Neoplastic Cell Transformation
MIR1915,Neoplastic Cell Transformation
MIR1246,NonSmall Cell Lung Carcinoma
MIR1246,Neoplastic Cell Transformation
MIR1469,Neoplastic Cell Transformation
MIR1202,Unipolar Depression
MIR1202,Major Depressive Disorder
LECD,Corneal Dystrophy Lisch Epithelial
XECD,Corneal Dystrophy Endothelial XLinked
EOE1,Eosinophilic esophagitis
RLS6,Restless Legs Syndrome
DFNB71,DEAFNESS AUTOSOMAL RECESSIVE 71 (disorder)
NRCLP5,Narcolepsy
OFC12,Orofacial Cleft 12
CTEPH1,PULMONARY HYPERTENSION CHRONIC THROMBOEMBOLIC WITHOUT DEEP VEIN THROMBOSIS SUSCEPTIBILITY TO
MUHH2,Hypotrichosis 5
RLS7,Restless Legs Syndrome
DELXQ28,Contiguous Abcd1Dxs1375e Deletion Syndrome
PVNH3,Heterotopia Periventricular associated with Chromosome 5p Anomalies
PVNH5,Heterotopia Periventricular Associated With Chromosome 5q Deletion
MTBS3,MYCOBACTERIUM TUBERCULOSIS SUSCEPTIBILITY TO 3
DLG2-AS1,Schizophrenia
DLG2-AS1,Schizophrenia and related disorders
HTGH,Hypertrichosis Terminalis Generalized with or without Gingival Hyperplasia
CTRCT34,Cataract Autosomal Recessive Congenital 3
ARHI2,Presbycusis 2
TSNAX-DISC1,Bipolar Disorder
TSNAX-DISC1,Schizophrenia
TSNAX-DISC1,Unipolar Depression
TSNAX-DISC1,SCHIZOPHRENIA 1 (disorder)
TSNAX-DISC1,Mood Disorders
TSNAX-DISC1,Major Depressive Disorder
IDDM24,Diabetes Mellitus InsulinDependent 24
PBC2,Biliary Cirrhosis Primary 2
PBC3,Biliary Cirrhosis Primary 3
NBLST4,Neuroblastoma
NBLST5,Neuroblastoma
